Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
Lil Baby,10/4/2018,"2,267",30.0,428009373.0,"99,524","11,666,867",65.0,"503,301,861","3,383,825",47897.0,"7,172,209","46,571,795","76,955,731",27.0,"47,467",86,4.0,"26,549",7.0,"193,294,414","159,045",,"2,437,123",1
Camilo,11/25/2020,"2,277",30.0,401104048.0,"42,742","14,190,262",66.0,"458,776,041","3,332,448",1002990.0,"85,197,306","718,042,201","73,445,402",82.0,"26,472",,25.0,"361,819",36.0,"11,215,155","5,479",,"1,090,144",0
Romeo Santos,1/1/2013,"2,266",30.0,751508028.0,"76,654","28,891,369",74.0,"2,243,582,425","6,525,279",110257.0,"23,003,530","240,862,996","361,024,153",46.0,"15,365",8,37.0,"458,762",36.0,,,,"4,633,986",0
FISHER,8/11/2023,"2,278",30.0,105178211.0,"40,300","55,773,870",70.0,"329,644","6,449",6091.0,"770,581","11,685,263","78,603",33.0,"4,543",358,17.0,"92,002",23.0,"47,299",253,,"582,149",0
Mehmood J,6/24/2022,"2,273",30.0,10762.0,5,29,4.0,"20,819,326","318,193",3400423.0,"19,977,613","274,491,219",,,8,,,,,,,,"3,103",0
Drake,6/15/2019,"2,275",30.0,970219741.0,"180,650","36,876,067",70.0,"243,075,035","2,053,120",123248.0,"45,510,979","371,952,869","35,845,729",,"44,396",184,,,27.0,,,,,1
ýýýýýýýýýý ýýýýýýýý,12/8/2022,"2,279",30.0,468162.0,114,"21,665",24.0,,,2500000.0,"5,971,244","183,524,720",,,,,,,,,,,"95,147",0
Ed Sheeran,3/3/2017,"2,287",29.9,1322385342.0,"109,373","54,954,226",70.0,"696,425,510","4,649,149",1289662.0,"34,964,865","223,959,183","137,582,931",37.0,"36,265",6,29.0,"310,000",27.0,"170,123,227","113,215",,,0
Selena Gomez,10/9/2015,"2,290",29.9,550049388.0,"48,598","14,497,820",56.0,"592,341,655","4,553,103",8126848.0,"61,193,582","489,745,782","193,313,797",53.0,"14,501",4,24.0,"81,398",11.0,"90,462,900","31,645",,"2,766,042",0
Hannah Laing,5/12/2023,"2,296",29.9,100186243.0,"26,116","36,440,018",70.0,"20,691,770","124,812",10300.0,"1,602,940","28,216,441","7,827,526",41.0,"20,568",85,16.0,"329,760",27.0,,,"9,560,987","505,083",0
CHINCHILLA,4/21/2023,"2,297",29.9,100397677.0,"21,963","13,959,755",68.0,"44,530,380","526,851",855579.0,"97,764,564","975,465,555",,6.0,358,12,1.0,"79,184",,"4,469,706","6,951",,,1
Anuel AA,11/2/2018,"2,299",29.9,778846570.0,"66,150","25,410,849",70.0,"785,898,158","2,771,037",24500.0,"1,838,702","18,692,923","132,331,823",37.0,"19,681",62,18.0,"279,961",36.0,"184,152,509","23,518",,"1,494,647",0
Fresh X Reckless,1/11/2023,"2,292",29.9,19617254.0,"6,378","749,928",40.0,"5,983,105","119,013",2272645.0,"310,986,195","2,956,553,569","2,662,671",1.0,95,969,,,,"286,822","1,533",,,1
Quality Control,7/17/2019,"2,294",29.9,522143496.0,"111,477","16,214,693",68.0,"212,806,984","1,853,709",55471.0,"10,916,015","125,604,010","5,932,267",41.0,197,40,13.0,"67,110",21.0,"265,495,093","180,815",,"1,797,781",1
Montell Fish,9/16/2022,"2,291",29.9,296674882.0,"56,660","27,811,906",74.0,"38,522,238","508,119",124659.0,"58,661,300","366,838,888","15,453",16.0,"1,045",11,8.0,"210,339",5.0,"2,352,924","3,822","5,655,239","924,914",0
Natanael Cano,6/30/2023,"2,288",29.9,157476564.0,"15,069","7,363,178",71.0,"140,916,381","774,193",13700.0,"8,423,736","52,545,729",,11.0,2,,1.0,72,5.0,"2,563,987",412,"64,611","213,453",1
Gustixa,9/5/2022,"2,286",29.9,53532212.0,"9,646","1,321,681",43.0,"98,671,018","1,371,770",1952800.0,"122,253,971","1,659,044,866",,1.0,110,,,,,"30,026",,,"1,190,146",0
MC Cabelinho,12/20/2021,"2,285",29.9,185050407.0,"30,221","5,514,940",62.0,"389,574,452","2,043,151",542800.0,"23,727,816","249,329,094","23,545,375",10.0,62,,14.0,"367,281",5.0,,,,"198,749",1
Ellie Goulding,1/1/2012,"2,306",29.8,784334383.0,"104,998","30,818,474",68.0,"1,776,560,692","7,559,025",46749.0,"17,751,306","112,921,980","611,194,890",86.0,"119,409",118,48.0,"140,321",29.0,"363,423,596","116,092",,"12,172,997",0
Rod Wave,11/22/2021,"2,303",29.8,164804108.0,"40,909","4,353,138",60.0,"111,437,165","932,922",24901.0,"7,795,076","50,358,850","212,457,530",20.0,"27,123",168,5.0,"26,308",3.0,"25,392,031","22,335","25,401,080","569,269",1
Christian Nodal,9/7/2018,"2,312",29.8,492542256.0,"37,141","12,874,966",68.0,"1,091,852,566","3,311,784",22565.0,"2,240,493","34,264,578","23,344,667",27.0,"6,829",261,22.0,"858,993",24.0,"62,313,926","27,510",,"1,316,575",0
Adele,11/20/2015,"2,305",29.8,1284096603.0,"117,365","41,710,598",71.0,"1,021,758,621","6,306,795",51713.0,"51,633,844","348,333,229","12,378,383",133.0,"6,508",7,36.0,"1,394,780",22.0,"281,756,710","77,682",,"5,077,728",0
Morgan Wallen,3/3/2023,"2,302",29.8,210072827.0,"30,503","5,318,773",74.0,"35,281,929","221,683",54106.0,"6,277,486","92,174,906","91,240,010",8.0,"2,055",,,,2.0,"61,861,012","13,426","3,550,321","172,414",1
Gummibï¿½,1/1/2007,"2,307",29.8,104073182.0,"11,904","1,660,833",57.0,"3,982,526,341","11,455,880",384946.0,"83,486,676","1,565,261,998","54,565,314",4.0,,,2.0,"3,494",3.0,,,"3,120,738","648,232",0
NLE Choppa,10/7/2022,"2,313",29.8,155142115.0,"65,297","6,721,980",60.0,"54,256,746","737,762",143228.0,"121,730,150","1,073,599,652","840,774",8.0,"1,558",158,5.0,"31,849",12.0,"8,586,595","9,434",,"1,008,825",1
Central Cee,10/22/2020,"2,311",29.8,356681497.0,"137,745","8,267,546",65.0,"204,509,339","2,198,210",62042.0,"21,340,597","200,676,951","687,625",26.0,"7,138",12,3.0,"7,612",7.0,"439,821","2,081",,"1,028,060",1
DYSTINCT,5/11/2023,"2,326",29.7,69208147.0,"30,635","5,622,603",59.0,"79,305,809","522,795",137811.0,"11,380,386","226,312,722",,28.0,"12,198",,10.0,"239,446",,"9,782",42,,"1,184,458",0
La Joaqui,10/27/2022,"2,320",29.7,100335960.0,"18,928","3,742,291",56.0,"163,408,340","634,796",1050557.0,"214,890,689","2,147,808,820","195,644,977",1.0,"2,867",,4.0,"28,838",,"15,137",,,"160,060",0
Alok,6/17/2022,"2,318",29.7,335203899.0,"61,133","99,451,251",76.0,"22,524,199","241,700",9193.0,"17,617,670","262,461,997","1,754,376,767",92.0,"120,261",95,111.0,"2,069,650",53.0,"1,743,890",872,,"1,795,229",0
Jhay Cortez,5/17/2019,"2,322",29.7,1367265268.0,"135,811","46,929,639",75.0,"174,911,891","749,591",103451.0,"12,539,244","109,739,416",11,118.0,"23,126",16,45.0,"1,959,690",9.0,"180,776,836","46,279",,"2,785,821",0
Lil Dicky,3/15/2018,"2,321",29.7,670298052.0,"82,446","12,953,022",65.0,"822,191,175","6,783,630",228686.0,"19,209,732","160,522,923","258,233,426",,"8,248",6,13.0,"45,931",22.0,"78,879,564","196,937",,,1
Shubh,5/19/2023,"2,325",29.7,191465461.0,"18,344","7,425,022",69.0,"126,428,962","1,236,685",211500.0,"7,326,210","144,465,879","795,121",21.0,,,1.0,"22,131",12.0,"94,543",158,,"267,764",0
Capital Cities,1/1/2012,"2,317",29.7,1286089822.0,"256,512","74,267,670",78.0,"291,434,533","3,222,924",226012.0,"94,442,871","774,957,680","322,090,946",118.0,"160,290",427,81.0,"172,564",42.0,"362,990,771","400,888",,"21,359,402",0
5 Seconds of Summer,8/21/2019,"2,315",29.7,683247723.0,"103,554","18,582,680",71.0,"322,965,834","5,220,826",252245.0,"60,889,240","561,046,941","21,501,456",62.0,"27,799",74,10.0,"551,258",19.0,"56,491,309","60,938","6,558,783","3,637,003",0
Mike Posner,6/22/2015,"2,316",29.7,83366020.0,"17,799","3,474,319",49.0,"2,000,837,797","11,310,696",627579.0,"6,349,028","29,251,104","217,706,666",18.0,"6,558",423,19.0,"117,547",8.0,"4,297,588","116,907","1,709,698","560,533",1
Deep Chills,8/18/2017,"2,334",29.6,86943003.0,"17,950","3,630,498",55.0,"10,003,352","110,419",10476200.0,"356,589,615","5,311,932,536",,2.0,109,,5.0,"5,172",,"55,083",,"9,106,321","1,866,241",0
Purple Disco Machine,1/21/2022,"2,330",29.6,177722624.0,"34,102","6,137,203",59.0,"61,447,086","348,517",7268.0,"1,055,159","20,533,718","1,172,517,820",62.0,"276,734",3,32.0,"846,073",32.0,"126,601",136,,"5,644,172",0
WIU,9/22/2022,"2,331",29.6,227079649.0,"35,385","8,942,936",63.0,"199,523,728","1,291,904",298000.0,"27,867,511","299,633,568","30,444,210",18.0,26,,21.0,"258,759",13.0,,,,"252,351",0
Cleffy,10/6/2023,"2,327",29.6,95871805.0,"21,000","7,441,709",14.0,"13,445,854","223,703",111800.0,"28,044,301","187,420,165","128,731",6.0,,,6.0,"53,422",8.0,,,,"1,905,641",1
Dï¿½ï¿½melo ,8/12/2021,"2,332",29.6,240138585.0,"43,572","11,285,970",56.0,"200,632,603","1,367,067",1845758.0,"267,131,680","3,307,238,247","67,529,333",34.0,"7,909",,7.0,"33,136",2.0,"1,857,076","1,135","601,959","601,506",1
WIU,11/29/2022,"2,333",29.6,239669425.0,"30,426","7,338,920",63.0,"181,495,900","1,178,870",223700.0,"26,184,927","378,296,874","144,121,249",12.0,"3,265",,29.0,"657,656",11.0,,,,"235,905",1
LE SSERAFIM,5/2/2022,"2,328",29.6,312942305.0,"20,231","4,756,698",62.0,"386,459,691","4,716,534",107047.0,"152,757,714","1,245,609,565","62,900,174",19.0,"2,852",218,3.0,"2,892",19.0,,,,,0
James Bay,1/1/2014,"2,338",29.5,1197774081.0,"128,593","56,315,096",65.0,"580,076,338","3,685,849",91701.0,"14,356,531","112,554,627","115,081,691",220.0,"43,670",107,71.0,"277,681",18.0,"472,029,142","235,172","37,231,576","9,218,458",0
Bailey Zimmerman,8/19/2022,"2,343",29.5,178441881.0,"28,857","7,439,902",75.0,"24,354,425","188,213",62371.0,"17,306,191","161,742,703","404,410,206",19.0,"123,672",36,10.0,"1,718,435",3.0,"50,809,758","6,473","3,063,287","456,834",0
L7NNON,4/8/2022,"2,340",29.5,86262202.0,"17,907","7,303,868",53.0,"17,014,183","149,189",3048900.0,"208,928,001","2,990,547,999",,10.0,330,2,37.0,"107,890",12.0,,,,"316,099",0
Burna Boy,2/23/2022,"2,342",29.5,152289860.0,"58,113","19,505,579",69.0,"79,913,960","578,895",620950.0,"37,260,289","546,510,983","307,313,090",79.0,"32,815",198,25.0,"983,428",45.0,"5,325,630","1,797","4,253,187","1,398,310",1
Nathan Evans,1/21/2021,"2,336",29.5,405754991.0,"103,694","5,805,294",66.0,"93,190,559","1,333,319",113523.0,"28,646,084","166,376,605","1,114",14.0,"31,997",,1.0,892,8.0,"12,543,789","98,802",,"4,316,684",0
NIKI,8/10/2021,"2,346",29.5,383171089.0,"60,923","13,164,145",70.0,"88,319,558","994,946",1733862.0,"271,687,291","2,493,175,114","511,367",26.0,"27,116",172,4.0,"7,021",5.0,"165,874",942,,"979,445",0
Migos,1/26/2018,"2,337",29.5,778459270.0,"150,813","29,317,904",67.0,"311,818,843","2,881,524",357960.0,"114,633,196","873,289,436","1,020,302",80.0,"23,868",30,30.0,"235,324",23.0,"236,566,237","132,775",,"3,559,532",1
Tech N9ne,10/7/2021,"2,347",29.5,194908788.0,"58,039","6,855,506",59.0,"140,886,656","3,277,009",1004500.0,"614,002,238","5,338,367,302","277,022,606",4.0,"1,236",121,5.0,"10,634",2.0,"11,414,784","34,887","3,118,191","1,640,152",1
Zion & Lennox,9/30/2016,"2,345",29.5,912446776.0,"48,788","18,231,793",67.0,"1,323,533,350","3,121,184",70829.0,"2,778,349","27,776,697","268,300,868",45.0,54,121,13.0,"15,030",5.0,"171,888,652","33,793",,"2,796,246",0
Bad Bunny,11/27/2020,"2,351",29.4,403041493.0,"62,435","9,324,189",66.0,"452,234,537","4,763,627",467766.0,"137,827,484","1,329,875,404","7,229,929",38.0,630,,35.0,"295,037",9.0,"11,983,033","7,443",,"686,025",1
elijah woods,7/24/2023,"2,359",29.4,91124161.0,"12,758","7,968,409",71.0,"31,715,988","242,939",614000.0,"19,960,842","303,931,523",,13.0,"2,410",,,,10.0,"310,794",212,,"382,697",0
Benzz,4/21/2022,"2,358",29.4,231745345.0,"83,611","6,994,071",65.0,"96,088,327","1,318,047",87017.0,"32,191,365","354,699,237","32,996,599",13.0,576,,6.0,"18,881",7.0,"12,900",99,,"1,068,455",1
Melanie Martinez,7/10/2015,"2,349",29.4,349538935.0,"48,604","10,908,000",67.0,"147,735,161","2,427,913",12087056.0,"218,008,359","2,568,929,437","136,167",25.0,301,,7.0,"31,712",6.0,"40,780,412","43,140",,,0
Zara Larsson,9/10/2015,"2,348",29.4,972089598.0,"98,962","23,627,265",66.0,"909,147,975","6,777,996",117848.0,"15,092,890","118,233,698","343,898,888",140.0,"24,012",47,29.0,"226,271",3.0,"424,917,474","158,468",,"7,156,194",0
Jack Harlow,10/22/2020,"2,355",29.4,555631717.0,"127,984","22,280,549",66.0,"124,710,525","1,463,633",31218.0,"16,324,267","148,481,502","4,142,863",78.0,"22,583",39,16.0,"9,685",10.0,"71,194,296","12,787",,"1,141,637",1
gnash,2/17/2016,"2,354",29.4,1405772026.0,"122,979","53,743,248",70.0,"1,018,478,143","8,878,070",2081859.0,"34,705,627","240,189,266","1,706,874,230",4.0,464,,23.0,"483,769",4.0,,,,,1
The Lumineers,2/5/2016,"2,350",29.4,1274848626.0,"213,943","47,156,566",70.0,"267,224,710","2,081,752",49941.0,"30,833,392","234,589,315","5,412,813",86.0,"56,784",195,34.0,"41,816",39.0,"347,987,957","153,704",,"3,480,225",0
Rochy RD,2/3/2021,"2,353",29.4,364856266.0,"76,669","15,412,661",62.0,"214,069,737","2,307,973",1403400.0,"122,737,092","1,045,339,221","11,945,131",57.0,"14,881",16,15.0,"192,642",20.0,"1,572,648","2,206",,"955,292",0
Harry Styles,5/20/2022,"2,373",29.3,455718141.0,"51,605","21,294,785",70.0,"75,741,997","1,437,701",159300.0,"64,041,346","440,110,491","22,853,340",40.0,"85,417",29,33.0,"1,564,725",3.0,"14,752,886","3,113",,"1,138,012",0
Bad Bunny,2/29/2020,"2,361",29.3,915557792.0,"96,498","35,375,775",75.0,"372,427,636","1,612,028",13000.0,"8,552,412","69,210,381","36,886,200",86.0,"10,704",,25.0,"403,347",23.0,"86,039,052","13,906",,"1,024,927",1
Akhil Sachdeva,6/14/2019,"2,372",29.3,211095929.0,"15,632","8,831,229",63.0,"325,655,059","2,524,096",5710312.0,"5,797,183","94,600,665","91,612,412",16.0,215,,,,2.0,,,,"299,317",0
Yeat,9/10/2021,"2,368",29.3,378668802.0,"110,916","13,349,294",71.0,"46,877,855","687,841",96000.0,"82,992,212","658,699,167","6,350",6.0,43,,,,1.0,"2,408,379","13,688",,"3,103,353",1
Miguel,5/25/2010,"2,362",29.3,1335928309.0,"190,857","100,835,580",81.0,"165,856,240","1,428,581",235546.0,"71,440,021","595,426,317","69,346,849",154.0,"471,442","1,200",84.0,"7,801,382",54.0,"743,204,828","586,356",,"8,783,890",0
Byron Messia,1/20/2023,"2,371",29.3,54683202.0,"28,810","5,603,761",61.0,"117,764,650","714,375",73400.0,"6,149,280","85,578,368","25,028,845",51.0,"53,047",155,4.0,"173,622",25.0,"3,335,883","3,812",,"1,296,410",1
Taylor Swift,2/12/2021,"2,363",29.3,763292840.0,"71,179","60,479,422",74.0,"95,479,909","1,954,310",580400.0,"238,529,478","2,195,330,963","146,268,449",100.0,"55,204",,28.0,"455,783",7.0,"59,534,342","31,885","3,371,115","1,405,713",0
RAYE,11/25/2022,"2,376",29.3,270327239.0,"47,167","13,191,481",66.0,,,309300.0,"181,625,399","1,908,957,097",,13.0,"5,184",,7.0,"68,716",13.0,"445,280","3,246","5,801,848","1,692,925",1
Young Miko,3/3/2023,"2,365",29.3,209988103.0,"30,013","8,335,647",67.0,"141,919,199","1,514,197",9195.0,"10,364,955","87,467,392","9,998,025",14.0,"4,506",316,7.0,"78,288",4.0,"1,395,619","1,138",,"429,046",1
Billie Eilish,7/18/2018,"2,370",29.3,860596912.0,"103,375","35,817,894",71.0,"520,754,022","9,647,204",477025.0,"50,997,364","397,345,798","156,314",82.0,"17,251",233,20.0,"303,683",35.0,"81,461,591","111,306",,"3,668,559",0
Nicky Jam,3/22/2019,"2,366",29.3,547483874.0,"59,096","18,863,568",61.0,"768,753,162","3,000,650",4927.0,"334,324","5,221,834","135,529,403",59.0,"9,233",55,26.0,"623,759",20.0,"130,897,920","10,904","1,690,083","2,115,863",0
James Arthur,10/25/2018,"2,377",29.2,853574945.0,"46,385","17,500,223",73.0,"867,818,629","6,416,562",1097599.0,"131,435,469","1,181,845,727","2,009,601,931",,291,,,,1.0,,,,,0
Ruth B.,4/28/2017,"2,383",29.2,1561518107.0,"183,674","67,708,124",82.0,"96,339,252","1,072,061",2320661.0,"904,381,932","7,603,775,552",,40.0,"16,685",119,63.0,"404,143",9.0,"18,672,545","54,931","541,064","4,364,553",0
Zï¿½ï¿½ Fe,1/28/2022,"2,382",29.2,166427224.0,"17,110","7,754,576",53.0,"401,495,057","2,782,962",660700.0,"105,899,920","1,504,623,313","724,605,425",18.0,"1,462",,25.0,"320,796",6.0,"7,412",,,"141,986",0
The Walters,11/28/2014,"2,394",29.2,1410353130.0,"218,492","59,487,193",83.0,"417,265,571","5,087,140",744614.0,"445,675,563","3,241,952,947","11,148,737",38.0,"43,972",652,29.0,"677,739",31.0,"10,212,607","16,340","25,431,145","3,007,369",0
Billie Eilish,3/29/2019,"2,390",29.2,930343185.0,"116,055","42,732,119",75.0,"280,579,630","3,517,952",451642.0,"85,881,445","724,117,161","128,657,658",35.0,621,1,36.0,"606,884",26.0,"38,736,042","167,546","3,706,611","2,035,027",0
Niklas Dee,6/2/2023,"2,392",29.2,164667038.0,"46,918","61,515,543",69.0,"902,072","8,290",11100.0,"1,242,953","14,577,073",,23.0,"11,279",,31.0,"573,152",15.0,,,"39,315","322,313",0
G-Eazy,11/30/2017,"2,384",29.2,949651805.0,"141,296","23,238,086",72.0,"182,719,598","2,055,406",217707.0,"69,515,791","529,467,091",104,69.0,364,14,31.0,"290,595",,"292,789,841","101,658",,"13,315,971",1
Rod Wave,8/18/2023,"2,395",29.2,47296342.0,"10,429","2,724,041",46.0,"33,439,568","316,661",39420.0,"4,468,377","37,869,926","248,768,688",10.0,"1,223",16,13.0,"31,977",9.0,"14,954,542","6,060","9,036,620","208,435",1
Peso Pluma,4/20/2023,"2,391",29.2,192231633.0,"22,780","5,337,724",65.0,"111,990,624","724,790",9007.0,"2,993,894","32,536,991",,12.0,64,,1.0,72,7.0,"11,822,210","1,981","2,742,045","289,402",1
Cody Johnson,11/3/2023,"2,387",29.2,44047842.0,"8,961","11,610,924",11.0,"11,326,093","90,929",48500.0,"1,058,781","8,486,978","1,690,515,321",16.0,"43,529",4,1.0,"1,149",35.0,"15,957,709","8,376","620,808","252,283",0
Tame Impala,2/14/2020,"2,380",29.2,671310199.0,"156,377","27,309,112",76.0,"125,724,257","1,588,850",248652.0,"114,555,453","961,188,514","392,353",46.0,"1,514",85,31.0,"173,292",9.0,"18,606,764","9,903",,"2,471,535",0
Carin Leon,5/22/2020,"2,393",29.2,327311508.0,"31,216","7,536,781",68.0,"699,298,520","2,643,453",200001.0,"16,337,762","271,173,077","2,872,858",15.0,"6,744",27,7.0,"81,984",39.0,"48,730,708","21,508",,"1,353,689",0
Billie Eilish,2/13/2020,"2,388",29.2,610838644.0,"91,391","29,634,724",70.0,"369,182,880","7,406,983",13840.0,"9,454,140","69,072,143","201,322,168",88.0,"26,205",7,42.0,"5,784,923",42.0,"18,824,576","24,659","7,873,761","3,110,101",0
Victor Cibrian,5/13/2022,"2,399",29.1,215837483.0,"26,581","6,387,381",61.0,"306,900,769","1,945,111",227800.0,"63,866,568","1,027,674,393","3,372,124",3.0,77,,,,8.0,"11,290,790","12,206",,"655,686",0
J Balvin,6/3/2016,"2,402",29.1,559708419.0,"61,743","16,037,041",65.0,"1,254,068,497","4,746,667",83679.0,"24,066,770","148,552,468","277,412,549",117.0,"11,118",63,38.0,"115,932",25.0,"175,224,196","72,110",,"5,773,120",0
Jeremy Zucker,9/7/2018,"2,405",29.1,822935346.0,"90,889","19,172,749",69.0,"659,693,784","6,100,262",992278.0,"67,178,938","581,871,422","1,218,186,477",55.0,"9,247",60,17.0,"47,611",5.0,"13,719,172","15,145",,"2,123,160",0
PinkPantheress,11/30/2022,"2,400",29.1,203628716.0,"39,800","6,108,454",62.0,,,779078.0,"350,397,327","2,935,382,291",,23.0,"42,341",863,5.0,"15,572",4.0,"1,882,133","11,408",,"557,783",0
Bento e Totï¿,11/15/2019,"2,396",29.1,11029541.0,"2,068","188,999",52.0,"1,003,456,602","2,729,246",42700.0,"2,328,242","38,710,313",283,,,,,,,,,,"13,061",0
NATTI NATASHA,2/12/2019,"2,398",29.1,109221089.0,"33,020","14,584,019",66.0,"974,345,116","4,887,786",740743.0,"14,861,761","284,819,297","106,854,506",13.0,"2,579",344,2.0,"1,181",22.0,"29,092,884","13,020",,,0
Eliza Rose,6/15/2022,"2,397",29.1,47723324.0,"34,495","3,089,794",52.0,"90,212,996","801,572",1100254.0,"330,038,147","3,829,712,483","879,640,561",16.0,"26,742",865,1.0,817,1.0,"103,851",977,,"3,631,070",0
ILLIT,3/25/2024,"2,408",29.0,29089538.0,"1,933","2,045,965",72.0,"39,607,373","513,074",2906.0,"2,701,200","28,210,200","3,169,280",6.0,156,,,,,"57,995",100,,"43,383",0
MGMT,10/17/2017,"2,415",29.0,641453269.0,"197,169","31,052,903",72.0,"409,991,163","5,836,318",345093.0,"300,840,293","2,500,579,993","5,575,104",55.0,"3,168",15,27.0,"137,399",,"3,927,900","13,924","1,330,759","5,504,564",0
